# CUSTOM_ITEM_IDS — authoritative record of the custom item layer, PRE-Stage-5c state
#
# Harvested programmatically at Stage 5c from every source that creates or edits
# item definitions at cache build time: the item_config tomls (definitions/ankou_sets/
# comp capes/toa), every assets/types toml with [[item]] or [item] blocks, the
# NearRealityOriginsPacker packCustoms()/promoBundle() code-built items, and
# NearRealityCustomItemPacker's in-code edits. 1057 unique ids: 781 new custom
# defs, 60 vanilla-id overwrites, 216 vanilla edits.
#
# Stage 5c deletes most of this layer — this file is the tombstone index, not a
# live manifest. Kinds: NEW = custom def on a free id; OVERWRITE = full custom def
# written onto a real OSRS id; EDIT = inherit-only tweak of a vanilla id.
# Format: id<TAB>kind<TAB>group<TAB>name<TAB>source
#
# Offline_Scape custom item id manifest (stage 5c)
# id	kind	group	name	source
4716	VANILLA EDIT (code)	code edits: makeTradeable	Dharoks Helm	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4718	VANILLA EDIT (code)	code edits: makeTradeable	Dharoks Greataxe	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4720	VANILLA EDIT (code)	code edits: makeTradeable	Dharoks Platebody	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4722	VANILLA EDIT (code)	code edits: makeTradeable	Dharoks Platelegs	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4724	VANILLA EDIT (code)	code edits: makeTradeable	Guthans Helm	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4726	VANILLA EDIT (code)	code edits: makeTradeable	Guthans Warspear	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4728	VANILLA EDIT (code)	code edits: makeTradeable	Guthans Platebody	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4730	VANILLA EDIT (code)	code edits: makeTradeable	Guthans Chainskirt	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4732	VANILLA EDIT (code)	code edits: makeTradeable	Karils Coif	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4734	VANILLA EDIT (code)	code edits: makeTradeable	Karils Crossbow	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4736	VANILLA EDIT (code)	code edits: makeTradeable	Karils Leathertop	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4738	VANILLA EDIT (code)	code edits: makeTradeable	Karils Leatherskirt	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4745	VANILLA EDIT (code)	code edits: makeTradeable	Torags Helm	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4747	VANILLA EDIT (code)	code edits: makeTradeable	Torags Hammers	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4749	VANILLA EDIT (code)	code edits: makeTradeable	Torags Platebody	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4751	VANILLA EDIT (code)	code edits: makeTradeable	Torags Platelegs	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4753	VANILLA EDIT (code)	code edits: makeTradeable	Veracs Helm	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4755	VANILLA EDIT (code)	code edits: makeTradeable	Veracs Flail	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4757	VANILLA EDIT (code)	code edits: makeTradeable	Veracs Brassard	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
4759	VANILLA EDIT (code)	code edits: makeTradeable	Veracs Plateskirt	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
5733	VANILLA EDIT (inherit-only)	types/item: rotten_potato	Rotten Potato	cache/assets/types/item/rotten_potato.toml:2
6199	VANILLA EDIT (inherit-only)	types/item: mystery_box	Mystery box	cache/assets/types/item/mystery_box.toml:2
6666	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items without destroy option	cache/assets/types/item/tradeable_items.toml:14
7410	VANILLA EDIT (inherit-only)	types/item: queen_secateurs	(inherits name from 7410)	cache/assets/types/item/queen_secateurs.toml:1
7927	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items with destroy option	cache/assets/types/item/tradeable_items.toml:2
7956	VANILLA EDIT (inherit-only)	types/item: reward_caskets	Slayer casket	cache/assets/types/item/reward_caskets.toml:38
9044	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre 3	cache/assets/types/item/pharaoh_sceptre.toml:21
9046	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre 2	cache/assets/types/item/pharaoh_sceptre.toml:14
9048	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre 1	cache/assets/types/item/pharaoh_sceptre.toml:7
9050	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre	cache/assets/types/item/pharaoh_sceptre.toml:2
9111	VANILLA EDIT (inherit-only)	spell items	Custom spellbook teleport names	cache/assets/types/spell_items.toml:3
9114	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3292, 4637, 9114, 20411])	cache/assets/types/spell_items.toml:19
9117	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3296, 4640, 9117, 20412])	cache/assets/types/spell_items.toml:27
9120	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3301, 4643, 9120, 20413])	cache/assets/types/spell_items.toml:35
9127	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3306, 4646, 9127, 20414])	cache/assets/types/spell_items.toml:43
9129	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3312, 4649, 9129, 20419])	cache/assets/types/spell_items.toml:51
9131	VANILLA EDIT (inherit-only)	spell items	(inherits name from [21836, 4652, 9131, 20420])	cache/assets/types/spell_items.toml:59
9731	VANILLA EDIT (inherit-only)	types/item: prices	Mind shield	cache/assets/types/item/prices.toml:7
9921	VANILLA EDIT (code)	code edits: makeTradeable	Skeleton Boots	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
9922	VANILLA EDIT (code)	code edits: makeTradeable	Skeleton Gloves	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
9923	VANILLA EDIT (code)	code edits: makeTradeable	Skeleton Leggings	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
9924	VANILLA EDIT (code)	code edits: makeTradeable	Skeleton Shirt	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
9925	VANILLA EDIT (code)	code edits: makeTradeable	Skeleton Mask	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
10556	VANILLA EDIT (code)	code edits: makeTradeable	Attacker Icon	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
10557	VANILLA EDIT (code)	code edits: makeTradeable	Collector Icon	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
10558	VANILLA EDIT (code)	code edits: makeTradeable	Defender Icon	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
10559	VANILLA EDIT (code)	code edits: makeTradeable	Healer Icon	NearRealityCustomItemPacker.pack() (makeTradeable (GE=true))
10937	VANILLA EDIT (inherit-only)	types/item: nail_beast_nails	Nail beast nails	cache/assets/types/item/nail_beast_nails.toml:2
10938	VANILLA EDIT (inherit-only)	types/item: nail_beast_nails	Nail beast nails	cache/assets/types/item/nail_beast_nails.toml:2
11014	VANILLA EDIT (code)	code edits: misc	Ring of levitation	NearRealityCustomItemPacker.pack() (rename + GE tradeable)
11283	VANILLA-ID OVERWRITE	charged-item placeholders	Charged Dragonfire Shield	cache/assets/osnr/custom_items/item_config/definitions.toml:4081
11681	VANILLA EDIT (inherit-only)	types/item: imbue_scroll	Imbue scroll	cache/assets/types/item/imbue_scroll.toml:2
11738	VANILLA EDIT (inherit-only)	types/item: stackables	(inherits name from 11738)	cache/assets/types/item/stackables.toml:1
11847	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items with destroy option	cache/assets/types/item/tradeable_items.toml:2
11862	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items with destroy option	cache/assets/types/item/tradeable_items.toml:2
11863	VANILLA EDIT (inherit-only)	types/item: pet_mystery_box	Pet mystery box rewards with destroy option	cache/assets/types/item/pet_mystery_box.toml:20
11919	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items without destroy option	cache/assets/types/item/tradeable_items.toml:14
12637	VANILLA EDIT (inherit-only)	types/item: halos	Halos	cache/assets/types/item/halos.toml:2
12638	VANILLA EDIT (inherit-only)	types/item: halos	Halos	cache/assets/types/item/halos.toml:2
12639	VANILLA EDIT (inherit-only)	types/item: halos	Halos	cache/assets/types/item/halos.toml:2
12747	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items without destroy option	cache/assets/types/item/tradeable_items.toml:14
12873	VANILLA EDIT (code)	code edits: barrows sets	Guthans Armour Set	NearRealityCustomItemPacker.pack() (inv op2 = "Unpack")
12875	VANILLA EDIT (code)	code edits: barrows sets	Veracs Armour Set	NearRealityCustomItemPacker.pack() (inv op2 = "Unpack")
12877	VANILLA EDIT (code)	code edits: barrows sets	Dharoks Armour Set	NearRealityCustomItemPacker.pack() (inv op2 = "Unpack")
12879	VANILLA EDIT (code)	code edits: barrows sets	Torags Armour Set	NearRealityCustomItemPacker.pack() (inv op2 = "Unpack")
12881	VANILLA EDIT (code)	code edits: barrows sets	Ahrims Armour Set	NearRealityCustomItemPacker.pack() (inv op2 = "Unpack")
12883	VANILLA EDIT (code)	code edits: barrows sets	Karils Armour Set	NearRealityCustomItemPacker.pack() (inv op2 = "Unpack")
12887	VANILLA EDIT (inherit-only)	types/item: pet_mystery_box	Pet mystery box rewards with destroy option	cache/assets/types/item/pet_mystery_box.toml:20
12888	VANILLA EDIT (inherit-only)	types/item: pet_mystery_box	Pet mystery box rewards with destroy option	cache/assets/types/item/pet_mystery_box.toml:20
12889	VANILLA EDIT (inherit-only)	types/item: pet_mystery_box	Pet mystery box rewards with destroy option	cache/assets/types/item/pet_mystery_box.toml:20
12890	VANILLA EDIT (inherit-only)	types/item: pet_mystery_box	Pet mystery box rewards with destroy option	cache/assets/types/item/pet_mystery_box.toml:20
12938	VANILLA EDIT (inherit-only)	types/item: tp_scrolls	Zul andra teleport	cache/assets/types/item/tp_scrolls.toml:2
12956	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items without destroy option	cache/assets/types/item/tradeable_items.toml:14
12957	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items without destroy option	cache/assets/types/item/tradeable_items.toml:14
12958	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items without destroy option	cache/assets/types/item/tradeable_items.toml:14
12959	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items without destroy option	cache/assets/types/item/tradeable_items.toml:14
13074	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre 8	cache/assets/types/item/pharaoh_sceptre.toml:56
13075	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre 7	cache/assets/types/item/pharaoh_sceptre.toml:49
13076	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre 6	cache/assets/types/item/pharaoh_sceptre.toml:42
13077	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre 5	cache/assets/types/item/pharaoh_sceptre.toml:35
13078	VANILLA EDIT (inherit-only)	types/item: pharaoh_sceptre	Pharaoh's Sceptre 4	cache/assets/types/item/pharaoh_sceptre.toml:28
13190	VANILLA EDIT (inherit-only)	types/item: bonds	$50 Donator Scroll	cache/assets/types/item/bonds.toml:44
13220	VANILLA EDIT (inherit-only)	types/item: prices	Amethyst stuff	cache/assets/types/item/prices.toml:12
13249	VANILLA EDIT (inherit-only)	types/item: tp_scrolls	Key master teleport	cache/assets/types/item/tp_scrolls.toml:7
13288	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items with destroy option	cache/assets/types/item/tradeable_items.toml:2
13307	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items without destroy option	cache/assets/types/item/tradeable_items.toml:14
13329	VANILLA EDIT (inherit-only)	types/item: max_capes	Fire Max Cape	cache/assets/types/item/max_capes.toml:2
13331	VANILLA EDIT (inherit-only)	types/item: max_capes	Saradomin Max Cape	cache/assets/types/item/max_capes.toml:9
13333	VANILLA EDIT (inherit-only)	types/item: max_capes	Zamorak Max Cape	cache/assets/types/item/max_capes.toml:16
13335	VANILLA EDIT (inherit-only)	types/item: max_capes	Guthix Max Cape	cache/assets/types/item/max_capes.toml:23
13337	VANILLA EDIT (inherit-only)	types/item: max_capes	Accumulator max cape	cache/assets/types/item/max_capes.toml:30
13343	VANILLA EDIT (inherit-only)	types/item: tradeable_items	Items with destroy option	cache/assets/types/item/tradeable_items.toml:2
13344	VANILLA EDIT (inherit-only)	store items	Inverted Santa Hat	cache/assets/types/store_items.toml:201
19564	VANILLA EDIT (inherit-only)	types/item: royal_seed_pod	Royal Seed Pod	cache/assets/types/item/royal_seed_pod.toml:2
19782	VANILLA-ID OVERWRITE	store items	Xeric's Wisdom	cache/assets/types/store_items.toml:209
19836	VANILLA EDIT (inherit-only)	types/item: reward_caskets	Master reward casket	cache/assets/types/item/reward_caskets.toml:32
20409	VANILLA EDIT (inherit-only)	spell items	Custom spellbook teleport names	cache/assets/types/spell_items.toml:3
20410	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3289, 4634, 20759, 20410])	cache/assets/types/spell_items.toml:11
20411	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3292, 4637, 9114, 20411])	cache/assets/types/spell_items.toml:19
20412	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3296, 4640, 9117, 20412])	cache/assets/types/spell_items.toml:27
20413	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3301, 4643, 9120, 20413])	cache/assets/types/spell_items.toml:35
20414	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3306, 4646, 9127, 20414])	cache/assets/types/spell_items.toml:43
20419	VANILLA EDIT (inherit-only)	spell items	(inherits name from [3312, 4649, 9129, 20419])	cache/assets/types/spell_items.toml:51
20420	VANILLA EDIT (inherit-only)	spell items	(inherits name from [21836, 4652, 9131, 20420])	cache/assets/types/spell_items.toml:59
20537	VANILLA EDIT (inherit-only)	types/item: halos	Halos	cache/assets/types/item/halos.toml:2
20538	VANILLA EDIT (inherit-only)	types/item: halos	Halos	cache/assets/types/item/halos.toml:2
